# timestamp_ms,seq,id,ext,len,d0,d1,d2,d3,d4,d5,d6,d7
$T,78586,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.63,nan,50.00
$T,78686,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.61,nan,50.00
$T,78786,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.67,nan,50.00
$T,78886,0.00,25.00,nan,12.00,0.68,21.35,994.33,158.70,nan,50.00
$T,78986,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.60,nan,50.00
$T,79086,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.56,nan,50.00
$T,79186,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.59,nan,50.00
$T,79286,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.63,nan,50.00
$T,79386,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.58,nan,50.00
$T,79486,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.60,nan,50.00
$T,79586,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.60,nan,50.00
$T,79686,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.62,nan,50.00
$T,79786,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.55,nan,50.00
$T,79886,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.54,nan,50.00
$T,79986,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.59,nan,50.00
$T,80086,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.61,nan,50.00
$T,80186,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.62,nan,50.00
$T,80286,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.60,nan,50.00
$T,80386,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.58,nan,50.00
$T,80486,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.55,nan,50.00
$T,80586,0.00,25.00,nan,12.00,0.68,21.35,994.33,158.71,nan,50.00
$T,80686,0.00,25.00,nan,12.00,0.68,21.34,994.33,158.70,nan,50.00
$T,80786,0.00,25.00,nan,12.00,0.68,21.35,994.33,158.73,nan,50.00
$T,80886,0.00,25.00,nan,12.00,0.68,21.35,994.33,158.75,nan,50.00
$T,80986,0.00,25.00,nan,12.00,0.68,21.35,994.32,158.79,nan,50.00
$T,81086,0.00,25.00,nan,12.00,0.68,21.35,994.33,158.72,nan,50.00
$T,81186,0.00,25.00,nan,12.00,0.68,21.35,994.33,158.71,nan,50.00
$T,81286,0.00,25.00,nan,12.00,0.68,21.35,994.33,158.71,nan,50.00
$T,81386,0.00,25.00,nan,12.00,0.68,21.35,994.33,158.71,nan,50.00
$T,81486,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.65,nan,50.00
$T,81586,0.00,25.00,nan,12.00,0.68,21.35,994.33,158.76,nan,50.00
$T,81686,0.00,25.00,nan,12.00,0.68,21.35,994.33,158.69,nan,50.00
$T,81786,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.67,nan,50.00
$T,81886,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.65,nan,50.00
$T,81986,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.60,nan,50.00
$T,82086,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.58,nan,50.00
$T,82186,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.57,nan,50.00
$T,82286,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.56,nan,50.00
$T,82386,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.55,nan,50.00
$T,82486,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.63,nan,50.00
$T,82586,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.61,nan,50.00
$T,82686,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.61,nan,50.00
$T,82786,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.61,nan,50.00
$T,82886,0.00,25.00,nan,12.00,0.68,21.34,994.32,158.82,nan,50.00
$T,82986,0.00,25.00,nan,12.00,0.68,21.35,994.33,158.71,nan,50.00
$T,83086,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.61,nan,50.00
$T,83186,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.55,nan,50.00
$T,83286,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.57,nan,50.00
$T,83386,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.63,nan,50.00
$T,83486,0.00,25.00,nan,12.00,0.68,21.34,994.33,158.70,nan,50.00
$T,83586,0.00,25.00,nan,12.00,0.68,21.34,994.34,158.65,nan,50.00
$T,83686,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.65,nan,50.00
$T,83786,0.00,25.00,nan,12.00,0.68,21.35,994.34,158.67,nan,50.00
$T,83886,0.00,25.00,nan,12.00,0.68,21.34,994.34,158.61,nan,50.00
$T,83986,0.00,25.00,nan,12.00,0.68,21.35,994.35,158.54,nan,50.00
$T,84086,0.00,25.00,nan,12.00,0.68,21.34,994.35,158.57,nan,50.00
$T,84186,0.00,25.00,nan,12.00,0.68,21.34,994.36,158.51,nan,50.00
$T,84286,0.00,25.00,nan,12.00,0.68,21.34,994.35,158.53,nan,50.00
$T,84386,0.00,25.00,nan,12.00,0.68,21.34,994.35,158.59,nan,50.00
$T,84486,0.00,25.00,nan,12.00,0.68,21.34,994.34,158.60,nan,50.00
$T,84586,0.00,25.00,nan,12.00,0.68,21.34,994.34,158.65,nan,50.00
$T,84686,0.00,25.00,nan,12.00,0.68,21.34,994.34,158.60,nan,50.00
$T,84786,0.00,25.00,nan,12.00,0.68,21.34,994.34,158.67,nan,50.00
$T,84886,0.00,25.00,nan,12.00,0.68,21.34,994.35,158.60,nan,50.00
$T,84986,0.00,25.00,nan,12.00,0.68,21.34,994.35,158.57,nan,50.00
