# timestamp_ms,seq,id,ext,len,d0,d1,d2,d3,d4,d5,d6,d7
$T,183121,2832.00,35.00,nan,12.00,0.68,21.37,994.31,158.87,nan,50.00
$T,183221,2832.00,35.00,nan,12.00,0.68,21.37,994.31,158.90,nan,50.00
$T,183321,2832.00,35.00,nan,12.00,0.68,21.37,994.31,158.92,nan,50.00
$T,183421,2832.00,35.00,nan,12.00,0.68,21.37,994.31,158.93,nan,50.00
$T,183521,2832.00,35.00,nan,12.00,0.68,21.37,994.30,158.94,nan,50.00
$T,183621,2832.00,35.00,nan,12.00,0.68,21.37,994.30,158.96,nan,50.00
$T,183721,2832.00,35.00,nan,12.00,0.68,21.37,994.30,159.00,nan,50.00
$T,183821,2832.00,35.00,nan,12.00,0.68,21.37,994.31,158.94,nan,50.00
$T,183921,2832.00,35.00,nan,12.00,0.68,21.37,994.31,158.90,nan,50.00
$T,184021,2832.00,35.00,nan,12.00,0.68,21.37,994.31,158.91,nan,50.00
$T,184121,2832.00,35.00,nan,12.00,0.68,21.38,994.32,158.78,nan,50.00
$T,184221,2832.00,35.00,nan,12.00,0.68,21.38,994.32,158.79,nan,50.00
$T,184321,2832.00,35.00,nan,12.00,0.68,21.38,994.32,158.79,nan,50.00
$T,184421,2832.00,35.00,nan,12.00,0.68,21.38,994.32,158.78,nan,50.00
$T,184521,2832.00,35.00,nan,12.00,0.68,21.38,994.32,158.79,nan,50.00
$T,184621,2832.00,35.00,nan,12.00,0.68,21.38,994.33,158.75,nan,50.00
$T,184721,0.00,35.00,nan,12.00,0.68,21.38,994.32,158.80,nan,50.00
$T,184821,0.00,35.00,nan,12.00,0.68,21.38,994.32,158.81,nan,50.00
$T,184921,0.00,35.00,nan,12.00,0.68,21.38,994.32,158.80,nan,50.00
$T,185021,0.00,35.00,nan,12.00,0.68,21.38,994.33,158.70,nan,50.00
$T,185121,0.00,35.00,nan,12.00,0.68,21.39,994.33,158.73,nan,50.00
$T,185221,0.00,35.00,nan,12.00,0.68,21.39,994.33,158.69,nan,50.00
$T,185321,0.00,20.00,nan,12.00,0.68,21.39,994.33,158.69,nan,50.00
$T,185421,0.00,20.00,nan,12.00,0.68,21.39,994.35,158.58,nan,50.00
$T,185521,0.00,20.00,nan,12.00,0.68,21.39,994.34,158.64,nan,50.00
$T,185621,0.00,20.00,nan,12.00,0.68,21.39,994.33,158.74,nan,50.00
$T,185721,0.00,20.00,nan,12.00,0.68,21.39,994.32,158.77,nan,50.00
$T,185821,0.00,20.00,nan,12.00,0.68,21.39,994.33,158.74,nan,50.00
$T,185921,0.00,20.00,nan,12.00,0.68,21.38,994.32,158.80,nan,50.00
$T,186021,0.00,20.00,nan,12.00,0.68,21.39,994.32,158.78,nan,50.00
$T,186121,0.00,20.00,nan,12.00,0.68,21.38,994.32,158.79,nan,50.00
$T,186221,0.00,20.00,nan,12.00,0.68,21.38,994.32,158.79,nan,50.00
$T,186321,0.00,23.00,nan,12.00,0.68,21.38,994.32,158.83,nan,50.00
$T,186421,0.00,23.00,nan,12.00,0.68,21.39,994.32,158.79,nan,50.00
$T,186521,0.00,23.00,nan,12.00,0.68,21.39,994.33,158.72,nan,50.00
$T,186621,0.00,23.00,nan,12.00,0.68,21.39,994.33,158.73,nan,50.00
$T,186721,0.00,23.00,nan,12.00,0.68,21.39,994.32,158.82,nan,50.00
$T,186821,0.00,23.00,nan,12.00,0.68,21.39,994.33,158.76,nan,50.00
$T,186921,0.00,23.00,nan,12.00,0.68,21.39,994.33,158.74,nan,50.00
$T,187021,0.00,23.00,nan,12.00,0.68,21.39,994.32,158.82,nan,50.00
$T,187121,0.00,23.00,nan,12.00,0.68,21.39,994.32,158.79,nan,50.00
$T,187221,0.00,23.00,nan,12.00,0.68,21.39,994.33,158.75,nan,50.00
$T,187321,0.00,25.00,nan,12.00,0.68,21.39,994.32,158.78,nan,50.00
$T,187421,0.00,25.00,nan,12.00,0.68,21.39,994.32,158.78,nan,50.00
$T,187521,0.00,25.00,nan,12.00,0.68,21.39,994.32,158.82,nan,50.00
$T,187621,0.00,25.00,nan,12.00,0.68,21.39,994.32,158.79,nan,50.00
$T,187721,0.00,25.00,nan,12.00,0.68,21.39,994.32,158.81,nan,50.00
$T,187821,0.00,25.00,nan,12.00,0.68,21.39,994.32,158.84,nan,50.00
$T,187921,0.00,25.00,nan,12.00,0.68,21.39,994.33,158.76,nan,50.00
$T,188021,0.00,25.00,nan,12.00,0.68,21.39,994.32,158.79,nan,50.00
$T,188121,0.00,25.00,nan,12.00,0.68,21.39,994.32,158.82,nan,50.00
$T,188221,0.00,25.00,nan,12.00,0.68,21.39,994.32,158.77,nan,50.00
$T,188321,0.00,26.00,nan,12.00,0.68,21.39,994.32,158.85,nan,50.00
$T,188421,0.00,26.00,nan,12.00,0.68,21.39,994.31,158.93,nan,50.00
$T,188521,0.00,26.00,nan,12.00,0.68,21.39,994.32,158.85,nan,50.00
$T,188621,0.00,26.00,nan,12.00,0.68,21.39,994.31,158.89,nan,50.00
$T,188721,0.00,26.00,nan,12.00,0.68,21.40,994.31,158.89,nan,50.00
$T,188821,0.00,26.00,nan,12.00,0.68,21.40,994.32,158.85,nan,50.00
$T,188921,0.00,26.00,nan,12.00,0.68,21.40,994.31,158.88,nan,50.00
$T,189021,0.00,26.00,nan,12.00,0.68,21.40,994.32,158.82,nan,50.00
$T,189121,0.00,26.00,nan,12.00,0.68,21.40,994.32,158.83,nan,50.00
$T,189221,0.00,26.00,nan,12.00,0.68,21.40,994.31,158.86,nan,50.00
$T,189321,0.00,27.00,nan,12.00,0.68,21.40,994.31,158.91,nan,50.00
$T,189421,0.00,27.00,nan,12.00,0.68,21.40,994.31,158.91,nan,50.00
$T,189521,0.00,27.00,nan,12.00,0.68,21.40,994.31,158.88,nan,50.00
$T,189621,0.00,27.00,nan,12.00,0.68,21.40,994.31,158.86,nan,50.00
$T,189721,0.00,27.00,nan,12.00,0.68,21.40,994.32,158.84,nan,50.00
$T,189821,0.00,27.00,nan,12.00,0.68,21.40,994.31,158.86,nan,50.00
$T,189921,0.00,27.00,nan,12.00,0.68,21.40,994.31,158.86,nan,50.00
$T,190021,0.00,27.00,nan,12.00,0.68,21.40,994.31,158.93,nan,50.00
$T,190121,0.00,27.00,nan,12.00,0.68,21.41,994.31,158.86,nan,50.00
$T,190221,0.00,27.00,nan,12.00,0.68,21.41,994.32,158.83,nan,50.00
$T,190321,0.00,27.00,nan,12.00,0.68,21.41,994.32,158.78,nan,50.00
$T,190421,0.00,27.00,nan,12.00,0.68,21.41,994.32,158.80,nan,50.00
$T,190521,0.00,27.00,nan,12.00,0.68,21.41,994.33,158.75,nan,50.00
$T,190621,0.00,27.00,nan,12.00,0.68,21.41,994.33,158.71,nan,50.00
$T,190721,0.00,27.00,nan,12.00,0.68,21.42,994.34,158.67,nan,50.00
$T,190821,0.00,27.00,nan,12.00,0.68,21.41,994.33,158.73,nan,50.00
$T,190921,0.00,27.00,nan,12.00,0.68,21.41,994.32,158.80,nan,50.00
$T,191021,0.00,27.00,nan,12.00,0.68,21.41,994.32,158.84,nan,50.00
$T,191121,0.00,27.00,nan,12.00,0.68,21.41,994.31,158.86,nan,50.00
$T,191221,0.00,27.00,nan,12.00,0.68,21.41,994.31,158.87,nan,50.00
$T,191321,0.00,27.00,nan,12.00,0.68,21.41,994.31,158.87,nan,50.00
$T,191421,0.00,27.00,nan,12.00,0.68,21.41,994.32,158.84,nan,50.00
$T,191521,0.00,27.00,nan,12.00,0.68,21.42,994.32,158.79,nan,50.00
$T,191621,0.00,27.00,nan,12.00,0.68,21.42,994.31,158.86,nan,50.00
$T,191721,0.00,27.00,nan,12.00,0.68,21.42,994.31,158.92,nan,50.00
$T,191821,0.00,27.00,nan,12.00,0.68,21.42,994.31,158.92,nan,50.00
$T,191921,0.00,27.00,nan,12.00,0.68,21.42,994.31,158.86,nan,50.00
$T,192021,0.00,27.00,nan,12.00,0.68,21.42,994.32,158.83,nan,50.00
$T,192121,0.00,27.00,nan,12.00,0.68,21.42,994.32,158.82,nan,50.00
$T,192221,0.00,27.00,nan,12.00,0.68,21.42,994.32,158.82,nan,50.00
$T,192321,0.00,27.00,nan,12.00,0.68,21.42,994.31,158.86,nan,50.00
$T,192421,0.00,27.00,nan,12.00,0.68,21.42,994.32,158.85,nan,50.00
$T,192521,0.00,27.00,nan,12.00,0.68,21.42,994.32,158.77,nan,50.00
$T,192621,0.00,27.00,nan,12.00,0.68,21.42,994.33,158.74,nan,50.00
$T,192721,0.00,27.00,nan,12.00,0.68,21.42,994.34,158.67,nan,50.00
$T,192821,0.00,27.00,nan,12.00,0.68,21.42,994.33,158.73,nan,50.00
$T,192921,0.00,27.00,nan,12.00,0.68,21.42,994.33,158.76,nan,50.00
$T,193021,0.00,27.00,nan,12.00,0.68,21.42,994.33,158.69,nan,50.00
$T,193121,0.00,27.00,nan,12.00,0.68,21.42,994.34,158.68,nan,50.00
$T,193221,0.00,27.00,nan,12.00,0.68,21.42,994.34,158.67,nan,50.00
$T,193321,0.00,27.00,nan,12.00,0.68,21.42,994.33,158.72,nan,50.00
$T,193421,0.00,27.00,nan,12.00,0.68,21.42,994.33,158.77,nan,50.00
$T,193521,0.00,27.00,nan,12.00,0.68,21.42,994.32,158.80,nan,50.00
$T,193621,0.00,27.00,nan,12.00,0.68,21.42,994.33,158.74,nan,50.00
$T,193721,0.00,27.00,nan,12.00,0.68,21.42,994.33,158.72,nan,50.00
$T,193821,0.00,27.00,nan,12.00,0.68,21.43,994.34,158.67,nan,50.00
$T,193921,0.00,27.00,nan,12.00,0.68,21.43,994.34,158.63,nan,50.00
$T,194021,0.00,27.00,nan,12.00,0.68,21.43,994.35,158.60,nan,50.00
