# timestamp_ms,seq,id,ext,len,d0,d1,d2,d3,d4,d5,d6,d7
$T,24986,nan,nan,nan,nan,0.68,20.69,994.40,158.17,nan,50.00
$T,25086,nan,nan,nan,nan,0.68,20.68,994.39,158.21,nan,50.00
$T,25186,nan,nan,nan,nan,0.68,20.68,994.39,158.26,nan,50.00
$T,25286,nan,nan,nan,nan,0.68,20.68,994.39,158.24,nan,50.00
$T,25386,nan,nan,nan,nan,0.68,20.68,994.37,158.35,nan,50.00
$T,25486,nan,nan,nan,nan,0.68,20.68,994.37,158.36,nan,50.00
$T,25586,nan,nan,nan,nan,0.68,20.67,994.37,158.38,nan,50.00
$T,25686,nan,nan,nan,nan,0.68,20.67,994.37,158.39,nan,50.00
$T,25786,nan,nan,nan,nan,0.68,20.67,994.38,158.32,nan,50.00
$T,25886,nan,nan,nan,nan,0.68,20.67,994.38,158.34,nan,50.00
$T,25986,nan,nan,nan,nan,0.68,20.67,994.38,158.29,nan,50.00
$T,26086,nan,nan,nan,nan,0.68,20.67,994.38,158.28,nan,50.00
$T,26186,nan,nan,nan,nan,0.68,20.67,994.38,158.28,nan,50.00
$T,26286,nan,nan,nan,nan,0.68,20.67,994.38,158.28,nan,50.00
$T,26386,nan,nan,nan,nan,0.68,20.67,994.38,158.27,nan,50.00
$T,26486,nan,nan,nan,nan,0.68,20.67,994.39,158.23,nan,50.00
$T,26586,nan,nan,nan,nan,0.68,20.67,994.39,158.24,nan,50.00
$T,26686,nan,nan,nan,nan,0.68,20.67,994.38,158.29,nan,50.00
$T,26786,nan,nan,nan,nan,0.68,20.67,994.38,158.29,nan,50.00
$T,26886,nan,nan,nan,nan,0.68,20.67,994.39,158.25,nan,50.00
$T,26986,nan,nan,nan,nan,0.68,20.67,994.39,158.25,nan,50.00
$T,27086,nan,nan,nan,nan,0.68,20.67,994.37,158.36,nan,50.00
$T,27186,nan,nan,nan,nan,0.68,20.67,994.37,158.41,nan,50.00
$T,27286,nan,nan,nan,nan,0.68,20.67,994.37,158.42,nan,50.00
$T,27386,nan,nan,nan,nan,0.68,20.67,994.37,158.37,nan,50.00
$T,27486,nan,nan,nan,nan,0.68,20.67,994.38,158.32,nan,50.00
$T,27586,nan,nan,nan,nan,0.68,20.67,994.37,158.35,nan,50.00
$T,27686,nan,nan,nan,nan,0.68,20.67,994.38,158.28,nan,50.00
$T,27786,nan,nan,nan,nan,0.68,20.67,994.38,158.28,nan,50.00
$T,27886,nan,nan,nan,nan,0.68,20.67,994.38,158.27,nan,50.00
$T,27986,nan,nan,nan,nan,0.68,20.67,994.40,158.15,nan,50.00
$T,28086,nan,nan,nan,nan,0.68,20.67,994.40,158.17,nan,50.00
$T,28186,nan,nan,nan,nan,0.68,20.67,994.39,158.19,nan,50.00
$T,28286,nan,nan,nan,nan,0.68,20.67,994.40,158.13,nan,50.00
$T,28386,nan,nan,nan,nan,0.68,20.67,994.40,158.10,nan,50.00
$T,28486,nan,nan,nan,nan,0.68,20.67,994.42,158.00,nan,50.00
$T,28586,nan,nan,nan,nan,0.68,20.67,994.42,157.96,nan,50.00
$T,28686,nan,nan,nan,nan,0.68,20.67,994.41,158.04,nan,50.00
$T,28786,nan,nan,nan,nan,0.68,20.67,994.41,158.07,nan,50.00
$T,28886,nan,nan,nan,nan,0.68,20.67,994.40,158.11,nan,50.00
$T,28986,nan,nan,nan,nan,0.68,20.67,994.40,158.14,nan,50.00
$T,29086,nan,nan,nan,nan,0.68,20.67,994.40,158.15,nan,50.00
$T,29186,nan,nan,nan,nan,0.68,20.67,994.40,158.10,nan,50.00
$T,29286,nan,nan,nan,nan,0.68,20.67,994.40,158.13,nan,50.00
$T,29386,nan,nan,nan,nan,0.68,20.67,994.40,158.15,nan,50.00
$T,29486,nan,nan,nan,nan,0.68,20.67,994.39,158.21,nan,50.00
$T,29586,nan,nan,nan,nan,0.68,20.67,994.39,158.20,nan,50.00
$T,29686,nan,nan,nan,nan,0.68,20.67,994.39,158.26,nan,50.00
$T,29786,nan,nan,nan,nan,0.68,20.67,994.39,158.24,nan,50.00
$T,29886,nan,nan,nan,nan,0.68,20.67,994.39,158.23,nan,50.00
$T,29986,nan,nan,nan,nan,0.68,20.67,994.40,158.17,nan,50.00
